atc_code5,atc_code4,atc_code3,atc_code2,atc_code1,atc_desc5,atc_desc4,atc_desc3,atc_desc2,atc_desc1
C10AB03,C10AB,C10A,C10,C,aluminium clofibrate,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB04,C10AB,C10A,C10,C,gemfibrozil,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB05,C10AB,C10A,C10,C,fenofibrate,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB06,C10AB,C10A,C10,C,simfibrate,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB07,C10AB,C10A,C10,C,ronifibrate,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB08,C10AB,C10A,C10,C,ciprofibrate,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB09,C10AB,C10A,C10,C,etofibrate,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB10,C10AB,C10A,C10,C,clofibride,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C10AB11,C10AB,C10A,C10,C,choline fenofibrate,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",LIPID MODIFYING AGENTS,CARDIOVASCULAR SYSTEM
C04AX01,C04AX,C04A,C04,C,cyclandelate,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX02,C04AX,C04A,C04,C,phenoxybenzamine,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX07,C04AX,C04A,C04,C,vincamine,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX10,C04AX,C04A,C04,C,moxisylyte,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX11,C04AX,C04A,C04,C,bencyclane,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX17,C04AX,C04A,C04,C,vinburnine,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX19,C04AX,C04A,C04,C,suloctidil,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX20,C04AX,C04A,C04,C,buflomedil,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX21,C04AX,C04A,C04,C,naftidrofuryl,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX23,C04AX,C04A,C04,C,butalamine,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX24,C04AX,C04A,C04,C,visnadine,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX26,C04AX,C04A,C04,C,cetiedil,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX27,C04AX,C04A,C04,C,cinepazide,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX28,C04AX,C04A,C04,C,ifenprodil,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX30,C04AX,C04A,C04,C,azapetine,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
C04AX32,C04AX,C04A,C04,C,fasudil,Other peripheral vasodilators,PERIPHERAL VASODILATORS,PERIPHERAL VASODILATORS,CARDIOVASCULAR SYSTEM
A02BC01,A02BC,A02B,A02,A,omeprazole,Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC02,A02BC,A02B,A02,A,pantoprazole,Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC03,A02BC,A02B,A02,A,lansoprazole,Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC04,A02BC,A02B,A02,A,rabeprazole,Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC05,A02BC,A02B,A02,A,esomeprazole,Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC06,A02BC,A02B,A02,A,dexlansoprazole,Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC07,A02BC,A02B,A02,A,dexrabeprazole,Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC53,A02BC,A02B,A02,A,"lansoprazole, combinations",Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
A02BC54,A02BC,A02B,A02,A,"rabeprazole, combinations",Proton pump inhibitors,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),DRUGS FOR ACID RELATED DISORDERS,ALIMENTARY TRACT AND METABOLISM
M03BX01,M03BX,M03B,M03,M,baclofen,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX02,M03BX,M03B,M03,M,tizanidine,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX03,M03BX,M03B,M03,M,pridinol,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX04,M03BX,M03B,M03,M,tolperisone,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX05,M03BX,M03B,M03,M,thiocolchicoside,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX06,M03BX,M03B,M03,M,mephenesin,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX07,M03BX,M03B,M03,M,tetrazepam,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX08,M03BX,M03B,M03,M,cyclobenzaprine,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX09,M03BX,M03B,M03,M,eperisone,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX30,M03BX,M03B,M03,M,fenyramidol,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
M03BX55,M03BX,M03B,M03,M,"thiocolchicoside, combinations",Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
D06BA01,D06BA,D06B,D06,D,silver sulfadiazine,Sulfonamides,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06BA02,D06BA,D06B,D06,D,sulfathiazole,Sulfonamides,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06BA03,D06BA,D06B,D06,D,mafenide,Sulfonamides,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06BA04,D06BA,D06B,D06,D,sulfamethizole,Sulfonamides,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06BA05,D06BA,D06B,D06,D,sulfanilamide,Sulfonamides,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06BA06,D06BA,D06B,D06,D,sulfamerazine,Sulfonamides,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06BA51,D06BA,D06B,D06,D,"silver sulfadiazine, combinations",Sulfonamides,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
B02BX01,B02BX,B02B,B02,B,etamsylate,Other systemic hemostatics,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BX02,B02BX,B02B,B02,B,carbazochrome,Other systemic hemostatics,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BX03,B02BX,B02B,B02,B,batroxobin,Other systemic hemostatics,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BX04,B02BX,B02B,B02,B,romiplostim,Other systemic hemostatics,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BX05,B02BX,B02B,B02,B,eltrombopag,Other systemic hemostatics,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
P01BD01,P01BD,P01B,P01,P,pyrimethamine,Diaminopyrimidines,ANTIMALARIALS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01BD51,P01BD,P01B,P01,P,"pyrimethamine, combinations",Diaminopyrimidines,ANTIMALARIALS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
B01AX01,B01AX,B01A,B01,B,defibrotide,Other antithrombotic agents,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AX04,B01AX,B01A,B01,B,dermatan sulfate,Other antithrombotic agents,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AX05,B01AX,B01A,B01,B,fondaparinux,Other antithrombotic agents,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
A03BA01,A03BA,A03B,A03,A,atropine,"Belladonna alkaloids, tertiary amines","BELLADONNA AND DERIVATIVES, PLAIN",DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ALIMENTARY TRACT AND METABOLISM
A03BA03,A03BA,A03B,A03,A,hyoscyamine,"Belladonna alkaloids, tertiary amines","BELLADONNA AND DERIVATIVES, PLAIN",DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ALIMENTARY TRACT AND METABOLISM
A03BA04,A03BA,A03B,A03,A,belladonna total alkaloids,"Belladonna alkaloids, tertiary amines","BELLADONNA AND DERIVATIVES, PLAIN",DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ALIMENTARY TRACT AND METABOLISM
L01XB01,L01XB,L01X,L01,L,procarbazine,Methylhydrazines,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01XA01,L01XA,L01X,L01,L,cisplatin,Platinum compounds,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01XA02,L01XA,L01X,L01,L,carboplatin,Platinum compounds,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01XA03,L01XA,L01X,L01,L,oxaliplatin,Platinum compounds,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01XA04,L01XA,L01X,L01,L,satraplatin,Platinum compounds,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01XA05,L01XA,L01X,L01,L,polyplatillen,Platinum compounds,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
R03CA02,R03CA,R03C,R03,R,ephedrine,Alpha- and beta-adrenoreceptor agonists,ADRENERGICS FOR SYSTEMIC USE,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
D08AF01,D08AF,D08A,D08,D,nitrofural,Nitrofuran derivatives,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,DERMATOLOGICALS
N05BA01,N05BA,N05B,N05,N,diazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA02,N05BA,N05B,N05,N,chlordiazepoxide,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA03,N05BA,N05B,N05,N,medazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA04,N05BA,N05B,N05,N,oxazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA05,N05BA,N05B,N05,N,potassium clorazepate,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA06,N05BA,N05B,N05,N,lorazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA07,N05BA,N05B,N05,N,adinazolam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA08,N05BA,N05B,N05,N,bromazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA09,N05BA,N05B,N05,N,clobazam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA10,N05BA,N05B,N05,N,ketazolam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA11,N05BA,N05B,N05,N,prazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA12,N05BA,N05B,N05,N,alprazolam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA13,N05BA,N05B,N05,N,halazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA14,N05BA,N05B,N05,N,pinazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA15,N05BA,N05B,N05,N,camazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA16,N05BA,N05B,N05,N,nordazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA17,N05BA,N05B,N05,N,fludiazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA18,N05BA,N05B,N05,N,ethyl loflazepate,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA19,N05BA,N05B,N05,N,etizolam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA21,N05BA,N05B,N05,N,clotiazepam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA22,N05BA,N05B,N05,N,cloxazolam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA23,N05BA,N05B,N05,N,tofisopam,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05BA56,N05BA,N05B,N05,N,"lorazepam, combinations",Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
G04BE01,G04BE,G04B,G04,G,alprostadil,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE02,G04BE,G04B,G04,G,papaverine,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE03,G04BE,G04B,G04,G,sildenafil,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE04,G04BE,G04B,G04,G,yohimbine,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE06,G04BE,G04B,G04,G,moxisylyte,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE07,G04BE,G04B,G04,G,apomorphine,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE08,G04BE,G04B,G04,G,tadalafil,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE09,G04BE,G04B,G04,G,vardenafil,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE10,G04BE,G04B,G04,G,avanafil,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE11,G04BE,G04B,G04,G,udenafil,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE30,G04BE,G04B,G04,G,combinations,Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
G04BE52,G04BE,G04B,G04,G,"papaverine, combinations",Drugs used in erectile dysfunction,UROLOGICALS,UROLOGICALS,GENITO URINARY SYSTEM AND SEX HORMONES
P01CX01,P01CX,P01C,P01,P,pentamidine isethionate,Other agents against leishmaniasis and trypanosomiasis,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01CX02,P01CX,P01C,P01,P,suramin sodium,Other agents against leishmaniasis and trypanosomiasis,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01CX03,P01CX,P01C,P01,P,eflornithine,Other agents against leishmaniasis and trypanosomiasis,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
J01GB01,J01GB,J01G,J01,J,tobramycin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB03,J01GB,J01G,J01,J,gentamicin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB04,J01GB,J01G,J01,J,kanamycin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB05,J01GB,J01G,J01,J,neomycin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB06,J01GB,J01G,J01,J,amikacin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB07,J01GB,J01G,J01,J,netilmicin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB08,J01GB,J01G,J01,J,sisomicin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB09,J01GB,J01G,J01,J,dibekacin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB10,J01GB,J01G,J01,J,ribostamycin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB11,J01GB,J01G,J01,J,isepamicin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB12,J01GB,J01G,J01,J,arbekacin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01GB13,J01GB,J01G,J01,J,bekanamycin,Other aminoglycosides,AMINOGLYCOSIDE ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
B02BA01,B02BA,B02B,B02,B,phytomenadione,Vitamin K,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
B02BA02,B02BA,B02B,B02,B,menadione,Vitamin K,VITAMIN K AND OTHER HEMOSTATICS,ANTIHEMORRHAGICS,BLOOD AND BLOOD FORMING ORGANS
A12CC01,A12CC,A12C,A12,A,magnesium chloride,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC02,A12CC,A12C,A12,A,magnesium sulfate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC03,A12CC,A12C,A12,A,magnesium gluconate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC04,A12CC,A12C,A12,A,magnesium citrate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC05,A12CC,A12C,A12,A,magnesium aspartate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC06,A12CC,A12C,A12,A,magnesium lactate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC07,A12CC,A12C,A12,A,magnesium levulinate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC08,A12CC,A12C,A12,A,magnesium pidolate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC09,A12CC,A12C,A12,A,magnesium orotate,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC10,A12CC,A12C,A12,A,magnesium oxide,Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
A12CC30,A12CC,A12C,A12,A,magnesium (different salts in combination),Magnesium,OTHER MINERAL SUPPLEMENTS,MINERAL SUPPLEMENTS,ALIMENTARY TRACT AND METABOLISM
D11AH01,D11AH,D11A,D11,D,tacrolimus,"Agents for dermatitis, excluding corticosteroids",OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,DERMATOLOGICALS
D11AH02,D11AH,D11A,D11,D,pimecrolimus,"Agents for dermatitis, excluding corticosteroids",OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,DERMATOLOGICALS
D11AH03,D11AH,D11A,D11,D,cromoglicic acid,"Agents for dermatitis, excluding corticosteroids",OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,DERMATOLOGICALS
D11AH04,D11AH,D11A,D11,D,alitretinoin,"Agents for dermatitis, excluding corticosteroids",OTHER DERMATOLOGICAL PREPARATIONS,OTHER DERMATOLOGICAL PREPARATIONS,DERMATOLOGICALS
V10XX01,V10XX,V10X,V10,V,sodium phosphate (32P),Various therapeutic radiopharmaceuticals,OTHER THERAPEUTIC RADIOPHARMACEUTICALS,THERAPEUTIC RADIOPHARMACEUTICALS,VARIOUS
