"atc_code5","atc_desc5","atc_code1","atc_code2","atc_code3","atc_code4","atc_desc1","atc_desc2","atc_desc3","atc_desc4"
"A11CA02","betacarotene","A","A11","A11C","A11CA","ALIMENTARY TRACT AND METABOLISM","VITAMINS","VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","Vitamin A, plain"
"C03CA01","furosemide","C","C03","C03C","C03CA","CARDIOVASCULAR SYSTEM","DIURETICS","HIGH-CEILING DIURETICS","Sulfonamides, plain"
"C03CA02","bumetanide","C","C03","C03C","C03CA","CARDIOVASCULAR SYSTEM","DIURETICS","HIGH-CEILING DIURETICS","Sulfonamides, plain"
"C03CA03","piretanide","C","C03","C03C","C03CA","CARDIOVASCULAR SYSTEM","DIURETICS","HIGH-CEILING DIURETICS","Sulfonamides, plain"
"C03CA04","torasemide","C","C03","C03C","C03CA","CARDIOVASCULAR SYSTEM","DIURETICS","HIGH-CEILING DIURETICS","Sulfonamides, plain"
"P02CC01","pyrantel","P","P02","P02C","P02CC","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTHELMINTICS","ANTINEMATODAL AGENTS","Tetrahydropyrimidine derivatives"
"P02CC02","oxantel","P","P02","P02C","P02CC","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTHELMINTICS","ANTINEMATODAL AGENTS","Tetrahydropyrimidine derivatives"
"C08DB01","diltiazem","C","C08","C08D","C08DB","CARDIOVASCULAR SYSTEM","CALCIUM CHANNEL BLOCKERS","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS","Benzothiazepine derivatives"
"C10BA01","lovastatin and nicotinic acid","C","C10","C10B","C10BA","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors in combination with other lipid modifying agents"
"N07BA01","nicotine","N","N07","N07B","N07BA","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in nicotine dependence"
"C10BA02","simvastatin and ezetimibe","C","C10","C10B","C10BA","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors in combination with other lipid modifying agents"
"C10BA03","pravastatin and fenofibrate","C","C10","C10B","C10BA","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors in combination with other lipid modifying agents"
"C10BA04","simvastatin and fenofibrate","C","C10","C10B","C10BA","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors in combination with other lipid modifying agents"
"C10BA05","atorvastatin and ezetimibe","C","C10","C10B","C10BA","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors in combination with other lipid modifying agents"
"C10BA06","rosuvastatin and ezetimibe","C","C10","C10B","C10BA","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, COMBINATIONS","HMG CoA reductase inhibitors in combination with other lipid modifying agents"
"H01CB01","somatostatin","H","H01","H01C","H01CB","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES","HYPOTHALAMIC HORMONES","Somatostatin and analogues"
"H01CB02","octreotide","H","H01","H01C","H01CB","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES","HYPOTHALAMIC HORMONES","Somatostatin and analogues"
"H01CB03","lanreotide","H","H01","H01C","H01CB","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES","HYPOTHALAMIC HORMONES","Somatostatin and analogues"
"H01CB04","vapreotide","H","H01","H01C","H01CB","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES","HYPOTHALAMIC HORMONES","Somatostatin and analogues"
"H01CB05","pasireotide","H","H01","H01C","H01CB","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES","HYPOTHALAMIC HORMONES","Somatostatin and analogues"
"D10AA01","fluorometholone","D","D10","D10A","D10AA","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Corticosteroids, combinations for treatment of acne"
"D10AA02","methylprednisolone","D","D10","D10A","D10AA","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Corticosteroids, combinations for treatment of acne"
"D10AA03","dexamethasone","D","D10","D10A","D10AA","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Corticosteroids, combinations for treatment of acne"
"A01AD01","epinephrine","A","A01","A01A","A01AD","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"A01AD02","benzydamine","A","A01","A01A","A01AD","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"A01AD05","acetylsalicylic acid","A","A01","A01A","A01AD","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"A01AD06","adrenalone","A","A01","A01A","A01AD","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"A01AD07","amlexanox","A","A01","A01A","A01AD","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"A01AD08","becaplermin","A","A01","A01A","A01AD","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"A01AD11","various","A","A01","A01A","A01AD","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"M03AB01","suxamethonium","M","M03","M03A","M03AB","MUSCULO-SKELETAL SYSTEM","MUSCLE RELAXANTS","MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS","Choline derivatives"
"L01DA01","dactinomycin","L","L01","L01D","L01DA","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","Actinomycines"
"A03AB01","benzilone","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB02","glycopyrronium bromide","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB03","oxyphenonium","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB04","penthienate","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB05","propantheline","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB06","otilonium bromide","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB07","methantheline","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB08","tridihexethyl","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB09","isopropamide","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB10","hexocyclium","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB11","poldine","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB12","mepenzolate","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB13","bevonium","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB14","pipenzolate","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB15","diphemanil","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB16","(2-benzhydryloxyethyl)diethyl-methylammonium iodide","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB17","tiemonium iodide","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB18","prifinium bromide","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB19","timepidium bromide","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB21","fenpiverinium","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"A03AB53","oxyphenonium, combinations","A","A03","A03A","A03AB","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"C02CC01","betanidine","C","C02","C02C","C02CC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","Guanidine derivatives"
"C02CC02","guanethidine","C","C02","C02C","C02CC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","Guanidine derivatives"
"C02CC03","guanoxan","C","C02","C02C","C02CC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","Guanidine derivatives"
"C02CC04","debrisoquine","C","C02","C02C","C02CC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","Guanidine derivatives"
"C02CC05","guanoclor","C","C02","C02C","C02CC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","Guanidine derivatives"
"C02CC06","guanazodine","C","C02","C02C","C02CC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","Guanidine derivatives"
"C02CC07","guanoxabenz","C","C02","C02C","C02CC","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","Guanidine derivatives"
"D06AA01","demeclocycline","D","D06","D06A","D06AA","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Tetracycline and derivatives"
"D06AA02","chlortetracycline","D","D06","D06A","D06AA","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Tetracycline and derivatives"
"D06AA03","oxytetracycline","D","D06","D06A","D06AA","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Tetracycline and derivatives"
"D06AA04","tetracycline","D","D06","D06A","D06AA","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","ANTIBIOTICS FOR TOPICAL USE","Tetracycline and derivatives"
"M03AX01","botulinum toxin","M","M03","M03A","M03AX","MUSCULO-SKELETAL SYSTEM","MUSCLE RELAXANTS","MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS","Other muscle relaxants, peripherally acting agents"
"N07AA01","neostigmine","N","N07","N07A","N07AA","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Anticholinesterases"
"N07AA02","pyridostigmine","N","N07","N07A","N07AA","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Anticholinesterases"
"N07AA03","distigmine","N","N07","N07A","N07AA","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Anticholinesterases"
"N07AA30","ambenonium","N","N07","N07A","N07AA","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Anticholinesterases"
"N07AA51","neostigmine, combinations","N","N07","N07A","N07AA","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Anticholinesterases"
"J07BC01","hepatitis B, purified antigen","J","J07","J07B","J07BC","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Hepatitis vaccines"
"J07BC02","hepatitis A, inactivated, whole virus","J","J07","J07B","J07BC","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Hepatitis vaccines"
"J07BC20","combinations","J","J07","J07B","J07BC","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Hepatitis vaccines"
"B06AC01","c1-inhibitor, plasma derived","B","B06","B06A","B06AC","BLOOD AND BLOOD FORMING ORGANS","OTHER HEMATOLOGICAL AGENTS","OTHER HEMATOLOGICAL AGENTS","Drugs used in hereditary angioedema"
"B06AC02","icatibant","B","B06","B06A","B06AC","BLOOD AND BLOOD FORMING ORGANS","OTHER HEMATOLOGICAL AGENTS","OTHER HEMATOLOGICAL AGENTS","Drugs used in hereditary angioedema"
"B06AC03","ecallantide","B","B06","B06A","B06AC","BLOOD AND BLOOD FORMING ORGANS","OTHER HEMATOLOGICAL AGENTS","OTHER HEMATOLOGICAL AGENTS","Drugs used in hereditary angioedema"
"B06AC04","conestat alfa","B","B06","B06A","B06AC","BLOOD AND BLOOD FORMING ORGANS","OTHER HEMATOLOGICAL AGENTS","OTHER HEMATOLOGICAL AGENTS","Drugs used in hereditary angioedema"
"L01AX01","mitobronitol","L","L01","L01A","L01AX","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ALKYLATING AGENTS","Other alkylating agents"
"L01AX02","pipobroman","L","L01","L01A","L01AX","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ALKYLATING AGENTS","Other alkylating agents"
"L01AX03","temozolomide","L","L01","L01A","L01AX","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ALKYLATING AGENTS","Other alkylating agents"
"L01AX04","dacarbazine","L","L01","L01A","L01AX","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ALKYLATING AGENTS","Other alkylating agents"
"V04CC01","sorbitol","V","V04","V04C","V04CC","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for bile duct patency"
"V04CC02","magnesium sulfate","V","V04","V04C","V04CC","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for bile duct patency"
"V04CC03","sincalide","V","V04","V04C","V04CC","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for bile duct patency"
"V04CC04","ceruletide","V","V04","V04C","V04CC","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for bile duct patency"
"D01BA01","griseofulvin","D","D01","D01B","D01BA","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR SYSTEMIC USE","Antifungals for systemic use"
"D01BA02","terbinafine","D","D01","D01B","D01BA","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR SYSTEMIC USE","Antifungals for systemic use"
"S02BA06","dexamethasone","S","S02","S02B","S02BA","SENSORY ORGANS","OTOLOGICALS","CORTICOSTEROIDS","Corticosteroids"
"N07BA03","varenicline","N","N07","N07B","N07BA","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in nicotine dependence"
"V03AX02","nalfurafine","V","V03","V03A","V03AX","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Other therapeutic products"
"V03AX03","cobicistat","V","V03","V03A","V03AX","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Other therapeutic products"
"P03AX01","benzyl benzoate","P","P03","P03A","P03AX","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
"P03AX02","copper oleinate","P","P03","P03A","P03AX","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
"P03AX03","malathion","P","P03","P03A","P03AX","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
"P03AX04","quassia","P","P03","P03A","P03AX","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
"P03AX05","dimeticone","P","P03","P03A","P03AX","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
"P03AX06","benzyl alcohol","P","P03","P03A","P03AX","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","ECTOPARASITICIDES, INCL. SCABICIDES","Other ectoparasiticides, incl. scabicides"
"N03AE01","clonazepam","N","N03","N03A","N03AE","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Benzodiazepine derivatives"
"B02AB01","aprotinin","B","B02","B02A","B02AB","BLOOD AND BLOOD FORMING ORGANS","ANTIHEMORRHAGICS","ANTIFIBRINOLYTICS","Proteinase inhibitors"
"B02AB02","alfa1 antitrypsin","B","B02","B02A","B02AB","BLOOD AND BLOOD FORMING ORGANS","ANTIHEMORRHAGICS","ANTIFIBRINOLYTICS","Proteinase inhibitors"
"B02AB04","camostat","B","B02","B02A","B02AB","BLOOD AND BLOOD FORMING ORGANS","ANTIHEMORRHAGICS","ANTIFIBRINOLYTICS","Proteinase inhibitors"
"J06AA01","diphtheria antitoxin","J","J06","J06A","J06AA","ANTIINFECTIVES FOR SYSTEMIC USE","IMMUNE SERA AND IMMUNOGLOBULINS","IMMUNE SERA","Immune sera"
"J06AA02","tetanus antitoxin","J","J06","J06A","J06AA","ANTIINFECTIVES FOR SYSTEMIC USE","IMMUNE SERA AND IMMUNOGLOBULINS","IMMUNE SERA","Immune sera"
"J06AA03","snake venom antiserum","J","J06","J06A","J06AA","ANTIINFECTIVES FOR SYSTEMIC USE","IMMUNE SERA AND IMMUNOGLOBULINS","IMMUNE SERA","Immune sera"
"J06AA04","botulinum antitoxin","J","J06","J06A","J06AA","ANTIINFECTIVES FOR SYSTEMIC USE","IMMUNE SERA AND IMMUNOGLOBULINS","IMMUNE SERA","Immune sera"
"J06AA05","gas-gangrene sera","J","J06","J06A","J06AA","ANTIINFECTIVES FOR SYSTEMIC USE","IMMUNE SERA AND IMMUNOGLOBULINS","IMMUNE SERA","Immune sera"
"J06AA06","rabies serum","J","J06","J06A","J06AA","ANTIINFECTIVES FOR SYSTEMIC USE","IMMUNE SERA AND IMMUNOGLOBULINS","IMMUNE SERA","Immune sera"
"B05BA01","amino acids","B","B05","B05B","B05BA","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTIONS","Solutions for parenteral nutrition"
"B05BA02","fat emulsions","B","B05","B05B","B05BA","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTIONS","Solutions for parenteral nutrition"
"B05BA03","carbohydrates","B","B05","B05B","B05BA","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTIONS","Solutions for parenteral nutrition"
"B05BA04","protein hydrolysates","B","B05","B05B","B05BA","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTIONS","Solutions for parenteral nutrition"
"B05BA10","combinations","B","B05","B05B","B05BA","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTIONS","Solutions for parenteral nutrition"
"P01BA01","chloroquine","P","P01","P01B","P01BA","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Aminoquinolines"
"P01BA02","hydroxychloroquine","P","P01","P01B","P01BA","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Aminoquinolines"
"P01BA03","primaquine","P","P01","P01B","P01BA","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Aminoquinolines"
"P01BA06","amodiaquine","P","P01","P01B","P01BA","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Aminoquinolines"
"G03AD01","levonorgestrel","G","G03","G03A","G03AD","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE","Emergency contraceptives"
"G03AD02","ulipristal","G","G03","G03A","G03AD","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE","Emergency contraceptives"
"D10AB01","bithionol","D","D10","D10A","D10AB","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Preparations containing sulfur"
"D10AB02","sulfur","D","D10","D10A","D10AB","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Preparations containing sulfur"
"D10AB03","tioxolone","D","D10","D10A","D10AB","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Preparations containing sulfur"
"D10AB05","mesulfen","D","D10","D10A","D10AB","DERMATOLOGICALS","ANTI-ACNE PREPARATIONS","ANTI-ACNE PREPARATIONS FOR TOPICAL USE","Preparations containing sulfur"
"N06AG02","moclobemide","N","N06","N06A","N06AG","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Monoamine oxidase A inhibitors"
"N06AG03","toloxatone","N","N06","N06A","N06AG","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Monoamine oxidase A inhibitors"
